_id,timestamp,device_id,device_id
95,1650984829455.0,393b2587-70fc-4e41-9368-7a14648375e3,2
96,1650985080102.0,393b2587-70fc-4e41-9368-7a14648375e3,3
97,1650985289451.0,393b2587-70fc-4e41-9368-7a14648375e3,2
98,1650985291170.0,393b2587-70fc-4e41-9368-7a14648375e3,3
99,1650985303044.0,393b2587-70fc-4e41-9368-7a14648375e3,2
100,1650985344405.0,393b2587-70fc-4e41-9368-7a14648375e3,3
101,1650985354302.0,393b2587-70fc-4e41-9368-7a14648375e3,2
102,1650985629325.0,393b2587-70fc-4e41-9368-7a14648375e3,3
103,1650985727783.0,393b2587-70fc-4e41-9368-7a14648375e3,2
104,1650986726893.0,393b2587-70fc-4e41-9368-7a14648375e3,3
105,1650986924578.0,393b2587-70fc-4e41-9368-7a14648375e3,2
106,1650986934576.0,393b2587-70fc-4e41-9368-7a14648375e3,3
107,1650986942689.0,393b2587-70fc-4e41-9368-7a14648375e3,2
108,1650987273242.0,393b2587-70fc-4e41-9368-7a14648375e3,3
109,1650987353158.0,393b2587-70fc-4e41-9368-7a14648375e3,2
110,1650987503590.0,393b2587-70fc-4e41-9368-7a14648375e3,3
111,1650987546201.0,393b2587-70fc-4e41-9368-7a14648375e3,2
112,1650988217745.0,393b2587-70fc-4e41-9368-7a14648375e3,3
113,1650988286665.0,393b2587-70fc-4e41-9368-7a14648375e3,2
114,1650988361541.0,393b2587-70fc-4e41-9368-7a14648375e3,3
115,1650988424536.0,393b2587-70fc-4e41-9368-7a14648375e3,2
116,1650990477117.0,393b2587-70fc-4e41-9368-7a14648375e3,3
117,1650990592129.0,393b2587-70fc-4e41-9368-7a14648375e3,2
118,1650991000511.0,393b2587-70fc-4e41-9368-7a14648375e3,3
119,1650991051387.0,393b2587-70fc-4e41-9368-7a14648375e3,2
120,1650991545840.0,393b2587-70fc-4e41-9368-7a14648375e3,3
121,1650991587355.0,393b2587-70fc-4e41-9368-7a14648375e3,2
139,1650992759222.0,393b2587-70fc-4e41-9368-7a14648375e3,3
140,1650992780173.0,393b2587-70fc-4e41-9368-7a14648375e3,2
141,1650992823762.0,393b2587-70fc-4e41-9368-7a14648375e3,3
142,1650992846994.0,393b2587-70fc-4e41-9368-7a14648375e3,2
143,1650993626568.0,393b2587-70fc-4e41-9368-7a14648375e3,3
174,1650994673432.0,393b2587-70fc-4e41-9368-7a14648375e3,2
175,1650994893513.0,393b2587-70fc-4e41-9368-7a14648375e3,3
176,1650995206460.0,393b2587-70fc-4e41-9368-7a14648375e3,2
195,1650996621134.0,393b2587-70fc-4e41-9368-7a14648375e3,3
196,1650996627249.0,393b2587-70fc-4e41-9368-7a14648375e3,2
197,1650996628626.0,393b2587-70fc-4e41-9368-7a14648375e3,3
198,1650996629484.0,393b2587-70fc-4e41-9368-7a14648375e3,2
199,1650996632335.0,393b2587-70fc-4e41-9368-7a14648375e3,3
200,1650996722467.0,393b2587-70fc-4e41-9368-7a14648375e3,2
201,1650997553669.0,393b2587-70fc-4e41-9368-7a14648375e3,3
202,1650997630425.0,393b2587-70fc-4e41-9368-7a14648375e3,2
203,1650998574669.0,393b2587-70fc-4e41-9368-7a14648375e3,3
204,1650998874015.0,393b2587-70fc-4e41-9368-7a14648375e3,2
205,1650999021019.0,393b2587-70fc-4e41-9368-7a14648375e3,3
252,1650999048997.0,393b2587-70fc-4e41-9368-7a14648375e3,2
253,1650999388799.0,393b2587-70fc-4e41-9368-7a14648375e3,3
254,1650999403927.0,393b2587-70fc-4e41-9368-7a14648375e3,2
255,1651000490215.0,393b2587-70fc-4e41-9368-7a14648375e3,3
256,1651000542753.0,393b2587-70fc-4e41-9368-7a14648375e3,2
257,1651001012794.0,393b2587-70fc-4e41-9368-7a14648375e3,3
258,1651001085648.0,393b2587-70fc-4e41-9368-7a14648375e3,2
259,1651002247584.0,393b2587-70fc-4e41-9368-7a14648375e3,3
260,1651002337066.0,393b2587-70fc-4e41-9368-7a14648375e3,2
313,1651002673175.0,393b2587-70fc-4e41-9368-7a14648375e3,3
314,1651002699576.0,393b2587-70fc-4e41-9368-7a14648375e3,2
315,1651003937311.0,393b2587-70fc-4e41-9368-7a14648375e3,3
316,1651003975993.0,393b2587-70fc-4e41-9368-7a14648375e3,2
317,1651003989434.0,393b2587-70fc-4e41-9368-7a14648375e3,3
318,1651004019486.0,393b2587-70fc-4e41-9368-7a14648375e3,2
319,1651004069211.0,393b2587-70fc-4e41-9368-7a14648375e3,3
320,1651004628691.0,393b2587-70fc-4e41-9368-7a14648375e3,2
330,1651007671291.0,393b2587-70fc-4e41-9368-7a14648375e3,3
331,1651007745840.0,393b2587-70fc-4e41-9368-7a14648375e3,2
332,1651009475425.0,393b2587-70fc-4e41-9368-7a14648375e3,3
333,1651009564746.0,393b2587-70fc-4e41-9368-7a14648375e3,2
334,1651009670862.0,393b2587-70fc-4e41-9368-7a14648375e3,3
348,1651010286408.0,393b2587-70fc-4e41-9368-7a14648375e3,2
349,1651012130247.0,393b2587-70fc-4e41-9368-7a14648375e3,3
350,1651013017419.0,393b2587-70fc-4e41-9368-7a14648375e3,2
351,1651013059664.0,393b2587-70fc-4e41-9368-7a14648375e3,3
352,1651013072916.0,393b2587-70fc-4e41-9368-7a14648375e3,2
359,1651014427152.0,393b2587-70fc-4e41-9368-7a14648375e3,3
360,1651014811476.0,393b2587-70fc-4e41-9368-7a14648375e3,2
374,1651017236579.0,393b2587-70fc-4e41-9368-7a14648375e3,3
375,1651017685597.0,393b2587-70fc-4e41-9368-7a14648375e3,2
376,1651018809623.0,393b2587-70fc-4e41-9368-7a14648375e3,3
377,1651018829389.0,393b2587-70fc-4e41-9368-7a14648375e3,2
378,1651020568800.0,393b2587-70fc-4e41-9368-7a14648375e3,3
437,1651020729576.0,393b2587-70fc-4e41-9368-7a14648375e3,2
438,1651020740444.0,393b2587-70fc-4e41-9368-7a14648375e3,3
439,1651020857127.0,393b2587-70fc-4e41-9368-7a14648375e3,2
440,1651020857853.0,393b2587-70fc-4e41-9368-7a14648375e3,3
441,1651020863629.0,393b2587-70fc-4e41-9368-7a14648375e3,2
442,1651021568927.0,393b2587-70fc-4e41-9368-7a14648375e3,3
443,1651021992424.0,393b2587-70fc-4e41-9368-7a14648375e3,2
444,1651022295938.0,393b2587-70fc-4e41-9368-7a14648375e3,3
445,1651022300740.0,393b2587-70fc-4e41-9368-7a14648375e3,2
446,1651022409205.0,393b2587-70fc-4e41-9368-7a14648375e3,3
447,1651022828546.0,393b2587-70fc-4e41-9368-7a14648375e3,2
448,1651023941735.0,393b2587-70fc-4e41-9368-7a14648375e3,3
449,1651024076483.0,393b2587-70fc-4e41-9368-7a14648375e3,2
450,1651024077025.0,393b2587-70fc-4e41-9368-7a14648375e3,3
454,1651024439806.0,393b2587-70fc-4e41-9368-7a14648375e3,2
455,1651025008516.0,393b2587-70fc-4e41-9368-7a14648375e3,3
456,1651025024422.0,393b2587-70fc-4e41-9368-7a14648375e3,2
457,1651026084338.0,393b2587-70fc-4e41-9368-7a14648375e3,3
458,1651026085072.0,393b2587-70fc-4e41-9368-7a14648375e3,2
459,1651026102437.0,393b2587-70fc-4e41-9368-7a14648375e3,3
460,1651026131136.0,393b2587-70fc-4e41-9368-7a14648375e3,2
477,1651028047251.0,393b2587-70fc-4e41-9368-7a14648375e3,3
478,1651028061895.0,393b2587-70fc-4e41-9368-7a14648375e3,2
479,1651028498445.0,393b2587-70fc-4e41-9368-7a14648375e3,3
480,1651028569538.0,393b2587-70fc-4e41-9368-7a14648375e3,2
481,1651028572910.0,393b2587-70fc-4e41-9368-7a14648375e3,3
482,1651029137280.0,393b2587-70fc-4e41-9368-7a14648375e3,2
483,1651029139241.0,393b2587-70fc-4e41-9368-7a14648375e3,3
484,1651029172047.0,393b2587-70fc-4e41-9368-7a14648375e3,2
485,1651030140986.0,393b2587-70fc-4e41-9368-7a14648375e3,3
535,1651033243783.0,393b2587-70fc-4e41-9368-7a14648375e3,2
536,1651033602289.0,393b2587-70fc-4e41-9368-7a14648375e3,3
